bar,bars_held,base_trade_entry_bar,base_trade_exit_bar,base_trade_pnl,base_trade_top20_winner,base_trade_winner,base_trade_worst20_loser,close,current_return,entry_bar,entry_price,lower_shadow_ratio_2h,macd_hist_2h,macd_hist_4h,oi_change_2h,oi_change_4h,reasons,side,time,upper_shadow_ratio_2h,variant,volume_ratio_1h,volume_ratio_2h,entry_notional,early_exit_pnl_proxy,delta_vs_base_pnl_proxy,exit_quality,saved_pnl_proxy,missed_pnl_proxy
62366,1374,60992,95701,15339.936809933251,False,True,False,197.12,0.1259174124955631,60992,175.075008,0.2666666666666681,-0.1066487620539367,0.0268615799960771,,,2h_upper_wick,long,2020-04-27 02:00:00,0.6784313725490237,2h_wick_r60_v1p5,2.81484840664135,3.5047869027110767,12480.274820306213,1571.483912606487,-13768.452897326764,missed_winner,0.0,13768.452897326764
103414,1919,101495,105239,-3981.593289927441,False,False,False,379.89,0.0253605021126328,101495,370.494084,0.2995594713656316,1.4130684078577398,1.4348197566728675,,,2h_upper_wick,long,2020-09-17 16:00:00,0.6189427312775385,2h_wick_r60_v1p5,0.8597544273247516,3.9567205266166825,27820.211630239464,705.5345358225795,4687.127825750021,saved_loser,4687.127825750021,0.0
113230,3383,109847,136783,37135.1622576107,False,True,False,395.21,0.0817800301298772,109847,365.333052,0.0,2.3575043672731715,1.3730472401390386,0.0095490931747688,0.0447422275798268,2h_upper_wick,long,2020-10-21 18:00:00,0.7673545966228976,2h_wick_r60_v1p5,2.035761225856294,5.247266529167034,23838.618340312023,1949.5229261253603,-35185.639331485334,missed_winner,0.0,35185.639331485334
151444,455,150989,172818,71695.46912793306,False,True,False,1605.52,0.0181267269271978,150989,1576.9353239999998,0.0791380271224223,6.915002225938,13.785039894367316,-0.0094028073373547,-0.0217501296223704,2h_upper_wick,long,2021-03-03 14:00:00,0.9000557310050137,2h_wick_r60_v1p5,4.223717790030381,2.212807687485675,60973.78059792272,1105.2550706174165,-70590.21405731564,missed_winner,0.0,70590.21405731564
194671,2015,192656,209936,34274.426910554714,False,True,False,2527.39,0.1577724225330967,192656,2182.976508,0.2629932627526541,4.722254783425285,7.112642698146601,0.0337475243409846,0.0040803868225784,2h_upper_wick,long,2021-08-01 00:00:00,0.6210298363811352,2h_wick_r60_v1p5,2.8652810819027583,1.991131145877297,85352.12260900838,13466.211152365146,-20808.215758189566,missed_winner,0.0,20808.215758189566
216607,4079,212528,231248,31590.289119135792,False,True,False,3842.23,0.1625292663292785,212528,3305.06088,0.0319335330356617,-5.06580526504456,14.519285262300784,0.0150578738614515,0.0096812962187498,2h_upper_wick,long,2021-10-16 04:00:00,0.8917085853162274,2h_wick_r60_v1p5,0.2754869486741486,2.866916313088036,119626.5495195631,19442.815326917695,-12147.473792218098,missed_winner,0.0,12147.473792218098
240535,71,240464,246224,39124.28035168933,False,True,False,3223.65,0.0567457844368961,240464,3406.5785480000004,0.768578694546484,-12.482741747723267,-41.60096571092368,-0.0234748498432801,-0.0225812305497007,2h_lower_wick,short,2022-01-07 06:00:00,0.181218800037674,2h_wick_r60_v1p5,0.8205897217939879,3.4702146293976277,141573.94269847884,8033.724434249361,-31090.55591743997,missed_winner,0.0,31090.55591743997
246415,191,246224,246475,-9399.757836988516,False,False,False,2476.94,0.0047773986204191,246224,2465.162934,0.2580369357045167,-1.2630433504916136,14.847402083393476,0.0299977552842156,0.0465598965472535,2h_upper_wick,long,2022-01-27 16:00:00,0.6650136798905585,2h_wick_r60_v1p5,1.7588175925819516,1.5624078286303544,180669.90826162847,863.1321704803493,10262.890007468864,saved_loser,10262.890007468864,0.0
251839,259,251580,252179,4424.30129698629,False,True,False,3090.64,0.0444591651825356,251580,2959.0816979999995,0.1091035441278613,23.573301076331152,27.186881994519112,0.0246312094121738,0.018894136643361,2h_upper_wick,long,2022-02-15 12:00:00,0.858929812369704,2h_wick_r60_v1p5,1.6657767249601152,1.5157457090624813,145355.25772064575,6462.373413152222,2038.0721161659321,improved_winner,2038.0721161659321,0.0
252535,356,252179,254066,18872.726227091716,False,True,False,2890.37,0.0553561668575304,252179,3050.369804,0.6084288713063125,-28.99158805904881,-19.96916485895925,0.0314005202151002,0.0305930569960315,2h_lower_wick,short,2022-02-17 22:00:00,0.2360729856289347,2h_wick_r60_v1p5,1.908143023004789,2.6872508612997192,149779.55901763204,8291.22226082736,-10581.503966264356,missed_winner,0.0,10581.503966264356
262441,642,261799,266378,9453.885492086352,False,True,False,3035.14,0.0239762351631607,261799,2964.072696,0.0609110169491457,4.945984827199883,1.067604280934077,0.0146462842708945,0.0171936697736021,2h_upper_wick,long,2022-03-24 08:00:00,0.686440677966108,2h_wick_r60_v1p5,1.2382387442335314,2.502138256153439,132459.6986097275,3175.8848835082167,-6278.000608578135,missed_winner,0.0,6278.000608578135
275305,1204,274101,277466,25933.17423582128,False,True,False,2633.97,0.0487884805066118,274101,2762.4773940000005,0.6625730118316646,1.0553963038555452,-7.553812319275302,-0.0153702030494113,-0.0040907375890222,2h_lower_wick,short,2022-05-08 00:00:00,0.3161599520742869,2h_wick_r60_v1p5,3.441519800635588,2.9773982851818874,106511.8223611937,5196.549968992798,-20736.624266828483,missed_winner,0.0,20736.624266828483
280657,795,279862,281661,9503.979987315004,False,True,False,1814.6,0.0961545817260003,279862,1989.082104,0.8181237354914265,-15.19261499815152,-12.540900275009491,0.0292022520211956,0.0783023871327359,2h_lower_wick,short,2022-05-26 14:00:00,0.168565647960815,2h_wick_r60_v1p5,9.816614263411653,6.585640382072367,123730.71680601175,11897.275321140256,2393.295333825252,improved_winner,2393.295333825252,0.0
282961,694,282267,283346,8742.063103900015,False,True,False,1765.94,0.0854709378574583,282267,1916.876548,0.6973967040840726,-2.979702002122949,-11.011246966610742,0.0060111227166097,0.0300082310174474,2h_lower_wick,short,2022-06-03 14:00:00,0.2768091712443264,2h_wick_r60_v1p5,2.304597419725519,1.9770933331643692,138999.77830870188,11880.441414023537,3138.378310123522,improved_winner,3138.378310123522,0.0
285241,1289,283952,286538,43704.53024715526,False,True,False,1590.94,0.1191018165361357,283952,1780.423844,0.6209098164405442,-11.001052409842217,-17.926941011391726,-0.0393936231979163,-0.0417238740046809,2h_lower_wick,short,2022-06-11 12:00:00,0.0247406225059872,2h_wick_r60_v1p5,2.546146377680688,2.833199254215556,146348.3860515829,17430.35862587519,-26274.171621280067,missed_winner,0.0,26274.171621280067
290377,507,289870,291864,16756.747354300227,False,True,False,1133.53,0.0523862359178848,289870,1192.91137,0.909803921568632,-6.139459357208647,-11.777741188577952,0.0006251922729705,-0.0158200197797881,2h_lower_wick,short,2022-06-29 08:00:00,0.0593137254901975,2h_wick_r60_v1p5,1.0641348456736,2.220281144362504,198497.67463793492,10398.546012734398,-6358.201341565829,missed_winner,0.0,6358.201341565829
292033,169,291864,293479,18880.601961238688,False,True,False,1151.13,0.0539472156668037,291864,1092.208398,0.2922987164527398,8.52781358927691,12.486315422006664,0.0058989374539639,-0.0394199689059765,2h_upper_wick,long,2022-07-05 02:00:00,0.6627771295215772,2h_wick_r60_v1p5,0.6669932111859544,2.411534626276744,215214.72245730757,11610.235047075674,-7270.366914163014,missed_winner,0.0,7270.366914163014
293737,258,293479,294463,17465.501745553338,False,True,False,1169.68,0.0160917960467819,293479,1188.502252,0.681283422459888,-3.899590943348767,-10.17169745228407,-0.0027990583761151,-0.0204062830564387,2h_lower_wick,short,2022-07-11 00:00:00,0.0598930481283369,2h_wick_r60_v1p5,1.990374326782633,1.6389753306276058,234095.32441854625,3767.014216048489,-13698.48752950485,missed_winner,0.0,13698.48752950485
294841,378,294463,296666,87236.47471089859,False,True,False,1195.66,0.0871317247177061,294463,1099.829922,0.3081417997662664,13.21568688919932,14.275673959616912,-0.0128305881094097,0.0079373946092122,2h_upper_wick,long,2022-07-14 20:00:00,0.6482275029217005,2h_wick_r60_v1p5,1.4749977187000038,1.6883045801573435,251514.00709921587,21914.849229216055,-65321.62548168254,missed_winner,0.0,65321.62548168254
301369,860,300509,302229,4914.057706488122,False,True,False,1713.89,0.0194285709010653,300509,1681.226178,0.0456062291435018,2.145060482211605,9.80785586402132,-0.0099031808558408,-0.0270476617516062,2h_upper_wick,long,2022-08-06 12:00:00,0.8609566184649612,2h_wick_r60_v1p5,0.1375652632025735,2.5099396320899414,283445.61538385117,5506.9432350812385,592.8855285931168,improved_winner,592.8855285931168,0.0
302401,172,302229,302683,-30464.735373436062,False,False,False,1684.3,0.0158865522769102,302229,1711.05772,0.612592426618866,-9.037830417335003,-9.441498194238658,-0.032405668937361,-0.0463802338754397,2h_lower_wick,short,2022-08-10 02:00:00,0.130629621330942,2h_wick_r60_v1p5,1.7841773553522235,3.4458677095982977,288359.6730903393,4581.041021102411,35045.77639453847,saved_loser,35045.77639453847,0.0
302833,150,302683,303731,8961.978736356134,False,True,False,1914.12,0.0117831571278597,302683,1891.82829,0.2747963584092004,9.72521142833287,18.05720374002417,-0.0118490116694641,0.0021756807663222,2h_upper_wick,long,2022-08-11 14:00:00,0.6312889314805973,2h_wick_r60_v1p5,0.8725166328388851,1.5327145946088825,257837.26578228513,3038.137016130389,-5923.841720225744,missed_winner,0.0,5923.841720225744
303937,206,303731,304463,5268.834124774468,False,True,False,1906.89,0.0269959190094866,303731,1958.368248,0.7303215077605311,-9.7397435235851,-13.978867006548612,-0.0371939846021674,-0.0264956579272838,2h_lower_wick,short,2022-08-15 10:00:00,0.1363636363636323,2h_wick_r60_v1p5,2.003046180373097,2.9448441997325125,266799.24451864127,7202.490796817451,1933.6566720429828,improved_winner,1933.6566720429828,0.0
305089,115,304974,305802,25299.36208357266,False,True,False,1736.37,0.0492380967190173,304974,1821.865554,0.6377374784110603,-10.937385158382186,-9.146462784144529,-0.0200182182451844,-0.0646789236242634,2h_lower_wick,short,2022-08-19 10:00:00,0.351899827288431,2h_wick_r60_v1p5,2.6127601584388214,4.263280195675381,258049.49751782176,12705.866117076323,-12593.495966496339,missed_winner,0.0,12593.495966496339
307225,155,307070,308019,24661.925174954784,False,True,False,1562.95,0.057985999552129,307070,1653.579218,0.6470380818053587,-16.520813237454387,-10.507722804726436,-0.0347211531307034,0.0333907533215422,2h_lower_wick,short,2022-08-26 20:00:00,0.1646685472496425,2h_wick_r60_v1p5,1.561484722116341,5.183378332002634,284964.23860842455,16523.93621232089,-8137.988962633895,missed_winner,0.0,8137.988962633895
310177,455,309722,310395,-2851.127027264738,False,False,False,1638.81,0.0410465242199482,309722,1574.194776,0.0,6.351659772960103,4.740481034349565,-0.0527657820737128,-0.0367087386170279,2h_upper_wick,long,2022-09-06 02:00:00,0.62801024765158,2h_wick_r60_v1p5,3.179849980685649,5.7102988981784,300202.0129770795,12322.249196540897,15173.376223805635,saved_loser,15173.376223805635,0.0
316009,220,315789,316243,-17402.501966663054,False,False,False,1295.97,0.0058483128467479,315789,1303.549238,0.7613584212941692,-2.248482889993493,-1.0049732703411305,0.0054212542931313,-0.0006918618532232,2h_lower_wick,short,2022-09-26 08:00:00,0.184947223497016,2h_wick_r60_v1p5,1.3405599716500516,2.6390787348369256,272074.2670847722,1591.1754314613922,18993.677398124448,saved_loser,18993.677398124448,0.0
317785,231,317554,318102,-1585.5335684196907,False,False,False,1298.9,0.006966169836015,317554,1307.948358,0.6330586524478965,-1.683369836060323,-3.2620609779066783,0.013855000682825,0.0225633998692962,2h_lower_wick,short,2022-10-02 12:00:00,0.0,2h_wick_r60_v1p5,1.7871181546924289,3.366414702141128,254617.35026469216,1773.7077051399642,3359.241273559655,saved_loser,3359.241273559655,0.0
321961,53,321908,322432,1821.364140257472,False,True,False,1305.8,0.0084574206672041,321908,1294.848918,0.0560344827586184,2.972407172774371,1.9220079310291955,0.0084563498024343,-0.0458614136884401,2h_upper_wick,long,2022-10-17 00:00:00,0.6077586206896546,2h_wick_r60_v1p5,2.183457340932806,3.498641372252598,243182.2546923352,2056.694626732247,235.33048647477494,improved_winner,235.33048647477494,0.0
324241,1244,322997,325224,33405.54589574665,False,True,False,1346.0,0.0282330520249654,322997,1309.041756,0.0239726027397199,-1.0482144078603817,3.093710658688213,0.0016874636350634,0.0079144775100823,2h_upper_wick,long,2022-10-24 22:00:00,0.8561643835616491,2h_wick_r60_v1p5,1.5195093433139129,2.263647431749903,244208.80084751433,6894.759779282286,-26510.786116464362,missed_winner,0.0,26510.786116464362
327337,548,326789,327744,777.154318366549,False,True,False,1615.6,0.0017407732305578,326789,1612.792494,0.0,9.319415678304887,5.4912390407513865,0.0181330873419427,0.0257163508493518,2h_upper_wick,long,2022-11-04 16:00:00,0.9993392798149952,2h_wick_r60_v1p5,3.969203260959787,4.683658369074991,254418.38114694128,442.8847072624466,-334.26961110410235,missed_winner,0.0,334.26961110410235
328297,553,327744,329053,46202.53407956901,False,True,False,1573.07,0.0287948165053049,327744,1618.366262,0.7821083890126233,-0.8954564747452469,-5.656375971096081,0.0065335792909724,0.0133748853699897,2h_lower_wick,short,2022-11-08 00:00:00,0.0,2h_wick_r60_v1p5,1.3257307620441063,3.280369729494101,255195.53546530782,7348.308616696568,-38854.22546287245,missed_winner,0.0,38854.22546287245
331753,23,331730,332258,-29656.570866496942,False,False,False,1219.5,0.0016727861604688,331730,1217.463444,0.0587889476778366,1.484152839867216,2.929893608942635,-0.0059791089839499,-0.0003318696333555,2h_upper_wick,long,2022-11-20 00:00:00,0.8071722516166976,2h_wick_r60_v1p5,3.962589824094057,5.577380259602165,307221.43300432607,513.9157613290292,30170.486627825972,saved_loser,30170.486627825972,0.0
332425,167,332258,332748,-18515.95876793488,False,False,False,1093.19,0.0065769719810828,332258,1100.37988,0.7370919881305721,-0.2997795927312694,-6.645372915569254,0.0204782831459433,0.0224295400672587,2h_lower_wick,short,2022-11-22 08:00:00,0.1501483679525214,2h_wick_r60_v1p5,0.5623364651297338,5.2974491724313735,277564.8621378291,1825.5363212136124,20341.49508914849,saved_loser,20341.49508914849,0.0
335473,832,334641,335631,7269.439055136987,False,True,False,1290.38,0.0488711275557753,334641,1230.256002,0.0941054808686737,-0.6194046924336636,-1.3332183175861054,0.0018070411097437,-0.0002097500119293,2h_upper_wick,long,2022-12-02 22:00:00,0.6318510858324564,2h_wick_r60_v1p5,2.242716737249499,3.000687344684295,250974.6555496342,12265.414404632942,4995.975349495955,improved_winner,4995.975349495955,0.0
336121,41,336080,336736,-11670.57038575114,False,False,False,1290.46,0.0017795960960613,336080,1288.167582,0.1349693251533653,3.737419756140068,-0.6795993223103398,0.0098134708399515,0.0140905886671849,2h_upper_wick,long,2022-12-05 04:00:00,0.8478527607361926,2h_wick_r60_v1p5,3.3742777293093,5.54527483147663,253752.9235690923,451.5777121476981,12122.148097898838,saved_loser,12122.148097898838,0.0
340393,1419,338974,340449,17807.43321719661,False,True,False,1166.23,0.1098163209658471,338974,1294.301088,0.6159278148293464,0.0384516304532063,2.107272258356037,-0.0059519072086241,-0.0138818047328908,2h_lower_wick,short,2022-12-20 00:00:00,0.0054923499411483,2h_wick_r60_v1p5,10.503174843047256,12.4930343154767,244825.7716873727,26885.865524331723,9078.432307135114,improved_winner,9078.432307135114,0.0
340993,544,340449,341144,-295.2712000756874,False,False,False,1212.14,0.0099820158643115,340449,1200.159984,0.0714285714285789,-1.082955265249817,3.931634955980804,0.0042414861708652,-0.0075241272298165,2h_upper_wick,long,2022-12-22 02:00:00,0.7003105590062285,2h_wick_r60_v1p5,1.8964782190397835,1.5679217514089625,262584.23975023185,2621.1200469049886,2916.391246980676,saved_loser,2916.391246980676,0.0
346177,699,345478,355572,49025.1805000442,False,True,False,1290.99,0.0254646563298648,345478,1258.931736,0.2372150338878701,2.1734828474132994,0.1240849481427641,0.0013974803365113,0.0022796835663079,2h_upper_wick,long,2023-01-09 02:00:00,0.6032039433148462,2h_wick_r60_v1p5,21.596951115977184,17.427344301565434,245062.55634055322,6240.433776530318,-42784.746723513876,missed_winner,0.0,42784.746723513876
356891,832,356059,362196,2902.577303465514,False,True,False,1578.75,0.0197987537956523,356059,1548.099558,0.1114101184068861,4.5194226385616485,9.951119477568175,-0.0016130891673055,-0.0088680767323838,2h_upper_wick,long,2023-02-15 14:00:00,0.7131324004305732,2h_wick_r60_v1p5,2.379991668458957,2.633486737675503,288934.83436819783,5720.549648643525,2817.972345178011,improved_winner,2817.972345178011,0.0
363371,311,363060,364212,-8797.535740603402,False,False,False,1429.97,0.0715703658118702,363060,1532.313476,0.7813565744600243,-11.79501533401848,-9.170702143145297,-0.0100304486244513,0.0226887246343923,2h_lower_wick,short,2023-03-10 02:00:00,0.0299355816597181,2h_wick_r60_v1p5,6.438087286963676,3.922211290113962,291837.41167166334,20886.910310930307,29684.44605153371,saved_loser,29684.44605153371,0.0
367547,3334,364213,381204,46971.89962416631,False,True,False,1761.22,0.1169192195787693,364213,1576.855308,0.1655024180548052,-3.942420508508893,-0.1880735782716414,-0.0267589893221489,-0.0241992681232009,2h_upper_wick,long,2023-03-24 14:00:00,0.6367544331004844,2h_wick_r60_v1p5,1.1702822180715435,1.5860504004086742,282981.5084487256,33085.97712304791,-13885.922501118403,missed_winner,0.0,13885.922501118403
386411,23,386388,389844,-12182.001081157709,False,False,False,1916.55,0.0033127207759136,386388,1910.221968,0.0425531914893593,7.367631137304727,6.391960717735728,0.0217113286322692,-0.0458900692558601,2h_upper_wick,long,2023-05-29 02:00:00,0.6005319148936166,2h_wick_r60_v1p5,2.421866932171485,5.724239893317468,325160.76194096607,1077.1668115937346,13259.167892751444,saved_loser,13259.167892751444,0.0
401027,7727,393300,405972,-9777.285888807732,False,False,False,1893.09,0.0020867854256783,393300,1889.147754,0.1452471482889786,-0.5890271648517995,-3.859247228736521,0.0029459189196601,0.0044930024880611,2h_upper_wick,long,2023-07-18 20:00:00,0.7254752851711121,2h_wick_r60_v1p5,1.6908400981795633,1.65913596363988,310505.67665806896,647.958720640437,10425.24460944817,saved_loser,10425.24460944817,0.0
409787,71,409716,415082,8149.520137668995,False,True,False,1682.91,0.0028179771942646,409716,1687.652402,0.7722308892355758,-9.606207856794011,-14.96627562526534,0.0059699297164204,0.0063645934701059,2h_lower_wick,short,2023-08-18 06:00:00,0.0057202288091471,2h_wick_r60_v1p5,0.867851031152384,2.202009155467693,300728.3907692612,847.4457468556709,-7302.074390813324,missed_winner,0.0,7302.074390813324
415787,705,415082,415885,-4457.51111620228,False,False,False,1648.08,0.0037527335753861,415082,1641.9183179999998,0.1994047619047658,1.7442069197018837,2.0464957269208943,0.0043759106452869,0.009849997704507,2h_upper_wick,long,2023-09-08 02:00:00,0.7529761904761962,2h_wick_r60_v1p5,2.949881100668101,1.86450777302835,308817.7652287764,1158.9107962497312,5616.421912452011,saved_loser,5616.421912452011,0.0
421667,1184,420483,422900,10642.110482847143,False,True,False,1624.9,0.0188489858910541,420483,1594.838904,0.0395683453237321,1.970262415670474,3.6267670521661617,0.0405976844249078,0.0544709221103263,2h_upper_wick,long,2023-09-28 12:00:00,0.7182254196642669,2h_wick_r60_v1p5,1.4437993314283288,3.5092306948406744,296051.4553172785,5580.269704301416,-5061.8407785457275,missed_winner,0.0,5061.8407785457275
423995,1095,422900,424061,-54.019986028957646,False,False,False,1629.37,0.0143978151064523,422900,1652.8293680000002,0.6760044231478011,2.225102206729505,-0.8564093889329669,-0.012234671987915,-0.0267795069473899,2h_lower_wick,short,2023-10-06 14:00:00,0.1621820862513849,2h_wick_r60_v1p5,1.7920574573811825,2.147081261431841,306693.56580012565,4415.717254728772,4469.7372407577295,saved_loser,4469.7372407577295,0.0
424907,391,424516,426094,13005.08973764314,False,True,False,1583.43,0.026931863107305,424516,1626.07472,0.8591370558375616,-5.155707826703083,-4.138981555026959,-0.0342271401502131,-0.0289782843445631,2h_lower_wick,short,2023-10-09 18:00:00,0.0945431472081224,2h_wick_r60_v1p5,3.296407793886785,6.942638614522463,301441.82901245647,8118.390073779118,-4886.699663864022,missed_winner,0.0,4886.699663864022
426659,565,426094,427152,3213.817541299504,False,True,False,1558.91,0.0019209701300013,426094,1555.921122,0.2741514360313168,0.4668881067328918,3.112911879995295,0.0032065973614896,0.0077573569427535,2h_upper_wick,long,2023-10-15 20:00:00,0.6161879895561327,2h_wick_r60_v1p5,3.1818425137840585,5.199419430921351,314386.6303842971,603.9273262399939,-2609.89021505951,missed_winner,0.0,2609.89021505951
428915,1027,427888,455796,131352.1926257087,True,True,False,1675.04,0.061835084764074,427888,1577.495436,0.0241545893719808,0.653859582995004,4.432698015356824,0.0005573667759786,0.0272696810456807,2h_upper_wick,long,2023-10-23 16:00:00,0.6724637681159514,2h_wick_r60_v1p5,0.7561218617674594,1.5456386048904898,316518.9765515525,19571.977744503198,-111780.21488120551,missed_winner,0.0,111780.21488120551
459563,23,459540,476244,176532.66314368136,True,True,False,2379.14,0.0005738725220083,459540,2377.7754600000003,0.178205128205142,6.465223000850134,8.043320980422688,0.0003987120911099,0.000853188795419,2h_upper_wick,long,2024-02-07 02:00:00,0.7038461538461591,2h_wick_r60_v1p5,2.097729980560607,6.813244617166186,445268.2568183524,255.5272175105873,-176277.13592617077,missed_winner,0.0,176277.13592617077
477395,575,476820,479124,-40958.31834407768,False,False,True,3702.3,0.1020712257497291,476820,3359.401746,0.0,20.89010707748318,39.10662545197829,0.0038420222858885,0.0065828098983293,2h_upper_wick,long,2024-04-09 00:00:00,0.6048804535370931,2h_wick_r60_v1p5,0.8424817761118525,2.828275708266628,621800.9199620337,63467.982072833984,104426.30041691166,saved_loser,104426.30041691166,0.0
503531,1079,502452,504180,-9433.904760260251,False,False,False,2981.08,0.0227468232989387,502452,3048.8901,0.7221011333914567,7.601891748279471,10.91271827440417,-0.0005679102691882,-0.0346114963126491,2h_lower_wick,short,2024-07-08 18:00:00,0.2434612031386235,2h_wick_r60_v1p5,0.1976412143847848,1.7710777552400274,580842.6016179561,13212.324023499492,22646.228783759743,saved_loser,22646.228783759743,0.0
506723,1103,505620,508788,-35698.0686171815,False,False,False,3509.09,0.006058717255247,505620,3487.957452,0.0179666958808097,8.738789371472105,-3.641008142085468,0.039004782207892,0.0404109818874296,2h_upper_wick,long,2024-07-19 20:00:00,0.6564417177914071,2h_wick_r60_v1p5,7.165337503764073,3.7636919865846936,571292.5283373722,3461.299899231323,39159.368516412826,saved_loser,39159.368516412826,0.0
512051,1247,510804,514048,45422.7901226714,False,True,False,2510.77,0.1915633578543634,510804,2991.741532,0.6137139311200803,18.493441485722627,24.115200406062144,0.0007476558982928,0.0135069344972877,2h_lower_wick,short,2024-08-07 08:00:00,0.213775985107039,2h_wick_r60_v1p5,0.8968224509307688,2.540529609365345,535594.4597201907,102600.27315219332,57177.483029521914,improved_winner,57177.483029521914,0.0
517067,441,516626,517456,14924.732541245874,False,True,False,2775.67,0.0461985836394889,516626,2653.100514,0.0156634987680371,0.709819071146427,12.803754986359014,0.0050141381602786,0.0099478953382956,2h_upper_wick,long,2024-08-24 18:00:00,0.7696233720520924,2h_wick_r60_v1p5,6.28942596298149,8.650856069042318,499522.0293162314,23077.210251133143,8152.477709887269,improved_winner,8152.477709887269,0.0
517619,163,517456,518370,33383.91070741514,False,True,False,2720.55,0.0047465394865009,517456,2733.4631980000004,0.6655127650367817,-6.691537583982701,-7.877614125154029,-0.010884916893836,-0.0033583034891461,2h_lower_wick,short,2024-08-26 16:00:00,0.02899177845089,2h_wick_r60_v1p5,1.6259175680232407,1.572110426210635,514446.76185747725,2441.8418688590405,-30942.0688385561,missed_winner,0.0,30942.0688385561
