avg_bars_held,daily_context,dd_improve_rel,delta_avg_bars_held,delta_full,delta_giveback_to_loss_6_count,delta_mfe_capture_avg,delta_oos,delta_roll12,engulf_style,engulf_volume_ratio,exited_base_loser_pnl,exited_base_pnl,exited_base_winner_pnl,exits,full_dd,full_return,giveback_to_loss_6_count,giveback_to_loss_6_pnl,macd_tf,mfe_capture_avg,oi_threshold,oos_return,pass_gate,rolling12_min,sequence_macd_tf,sequence_window_bars,top20_winner_exited_pnl,top20_winner_exits,trades,unique_base_trades_exited,use_2h_wick,variant,wick_shadow_ratio,wick_volume_ratio,worst20_loser_exited_pnl,worst20_loser_exits,year_flat,year_losses,year_min_delta,year_wins,live_status,live_trigger_time_cst,live_trigger_close,live_current_return,live_before_1590,live_reasons,live_hit,exit_rows,saved_loser_count,improved_winner_count,missed_winner_count,worsened_loser_count,valuable_exit_count,net_delta_pnl_proxy,saved_pnl_proxy,missed_pnl_proxy,avg_delta_pnl_proxy,compression_category,recommendation
2040.6906779661017,False,0.0442187827128375,-197.74152542372892,-320.6638519993289,0,-0.0009141404251098,0.1345641772354744,-0.0065612378621933,strict,2.0,0.0,511797.4724339732,511797.4724339732,6,-0.4885732733593536,102.18648490111464,17,-89340.87993750337,4h,0.3522680852427653,,6.4317275691732165,True,0.0333868124946152,,0,289292.0533968997,1,236,6,False,1h_strict_engulf_v2p0_macd4h,0.75,1.5,0.0,0,4,2,-1.6449044089361804,2,no_trigger,,,,False,,False,6,0,4,2,0,4,-48547.47698429838,43841.29331769807,92388.77030199645,-8091.24616404973,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2231.2754237288136,False,2.171895950509738e-16,-7.156779661017026,34.8162399721503,0,0.0051117875215204,0.0846075563820356,0.0,,1.5,0.0,28969.1958809688,28969.1958809688,2,-0.5111768933334905,457.6665768725939,17,-385637.031682714,2h,0.3582940131893957,,6.381770948319778,True,0.0399480503568085,,0,0.0,0,236,2,True,2h_wick_r75_v1p5_macd2h,0.75,1.5,0.0,0,6,0,0.0,2,no_trigger,,,,False,,False,2,0,2,0,0,2,11227.508113236183,11227.508113236183,0.0,5613.754056618091,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2235.75,False,0.0,-2.682203389830647,4.914367316547953,0,0.0028068320944197,0.0846075563820356,0.0,,1.5,0.0,26850.1779598064,26850.1779598064,1,-0.5111768933334906,427.7647042169916,17,-360499.5971078882,2h,0.355989057762295,,6.381770948319778,True,0.0399480503568085,,0,0.0,0,236,1,True,2h_wick_r75_v2p0_macd2h,0.75,2.0,0.0,0,7,0,0.0,1,no_trigger,,,,False,,False,1,0,1,0,0,1,9128.23410104941,9128.23410104941,0.0,9128.23410104941,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2106.0508474576272,False,0.0,-132.3813559322034,-189.9756631801348,0,0.0018154228307322,0.0744315288665982,0.0,,1.5,0.0,219570.79702324027,219570.79702324027,3,-0.5111768933334906,232.8746737203088,17,-197314.1441734406,,0.3549976484986075,,6.37159492080434,True,0.0399480503568085,4h,144,131352.1926257087,1,236,3,True,2h_wick_r75_v2p0_then_macd4h_12h,0.75,2.0,0.0,0,4,2,-1.3302263382038149,2,no_trigger,,,,False,,False,3,0,1,2,0,1,-18639.10963950018,37681.92314343304,56321.032782933224,-6213.0365465000605,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2229.483050847457,False,0.0,-8.949152542373213,58.29963196410216,0,0.0026879410176058,0.0,0.0,,1.5,0.0,131352.1926257087,131352.1926257087,1,-0.5111768933334906,481.14996886454577,17,-401876.76468008256,4h,0.3558701666854811,,6.297163391937742,True,0.0399480503568085,,0,131352.1926257087,1,236,1,True,2h_wick_r75_v1p5_macd4h,0.75,1.5,0.0,0,7,0,0.0,1,no_trigger,,,,False,,False,1,0,1,0,0,1,61909.4489992873,61909.4489992873,0.0,61909.4489992873,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2229.483050847457,False,0.0,-8.949152542373213,58.29963196410216,0,0.0026879410176058,0.0,0.0,,1.5,0.0,131352.1926257087,131352.1926257087,1,-0.5111768933334906,481.14996886454577,17,-401876.76468008256,4h,0.3558701666854811,,6.297163391937742,True,0.0399480503568085,,0,131352.1926257087,1,236,1,True,2h_wick_r75_v2p0_macd4h,0.75,2.0,0.0,0,7,0,0.0,1,no_trigger,,,,False,,False,1,0,1,0,0,1,61909.4489992873,61909.4489992873,0.0,61909.4489992873,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2229.483050847457,False,0.0,-8.949152542373213,58.29963196410216,0,0.0026879410176058,0.0,0.0,,1.5,0.0,131352.1926257087,131352.1926257087,1,-0.5111768933334906,481.14996886454577,17,-401876.76468008256,4h,0.3558701666854811,,6.297163391937742,True,0.0399480503568085,,0,131352.1926257087,1,236,1,True,2h_wick_r85_v1p5_macd4h,0.85,1.5,0.0,0,7,0,0.0,1,no_trigger,,,,False,,False,1,0,1,0,0,1,61909.4489992873,61909.4489992873,0.0,61909.4489992873,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2229.483050847457,False,0.0,-8.949152542373213,58.29963196410216,0,0.0026879410176058,0.0,0.0,,1.5,0.0,131352.1926257087,131352.1926257087,1,-0.5111768933334906,481.14996886454577,17,-401876.76468008256,,0.3558701666854811,,6.297163391937742,True,0.0399480503568085,4h,144,131352.1926257087,1,236,1,True,2h_wick_r85_v1p5_then_macd4h_12h,0.85,1.5,0.0,0,7,0,0.0,1,no_trigger,,,,False,,False,1,0,1,0,0,1,61909.4489992873,61909.4489992873,0.0,61909.4489992873,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2229.483050847457,False,0.0,-8.949152542373213,58.29963196410216,0,0.0026879410176058,0.0,0.0,,1.5,0.0,131352.1926257087,131352.1926257087,1,-0.5111768933334906,481.14996886454577,17,-401876.76468008256,4h,0.3558701666854811,,6.297163391937742,True,0.0399480503568085,,0,131352.1926257087,1,236,1,True,2h_wick_r85_v2p0_macd4h,0.85,2.0,0.0,0,7,0,0.0,1,no_trigger,,,,False,,False,1,0,1,0,0,1,61909.4489992873,61909.4489992873,0.0,61909.4489992873,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
2229.483050847457,False,0.0,-8.949152542373213,58.29963196410216,0,0.0026879410176058,0.0,0.0,,1.5,0.0,131352.1926257087,131352.1926257087,1,-0.5111768933334906,481.14996886454577,17,-401876.76468008256,,0.3558701666854811,,6.297163391937742,True,0.0399480503568085,4h,144,131352.1926257087,1,236,1,True,2h_wick_r85_v2p0_then_macd4h_12h,0.85,2.0,0.0,0,7,0,0.0,1,no_trigger,,,,False,,False,1,0,1,0,0,1,61909.4489992873,61909.4489992873,0.0,61909.4489992873,A_long_pass_no_live,OBSERVE_REVIEW_EXITS
1685.1016949152545,False,0.0748766325146781,-553.3305084745764,-302.0638424998488,-1,0.0371638288470614,0.9966253975674562,0.105071642689938,,1.5,-19462.31310473493,2913658.078333206,2933120.3914379408,24,-0.472901688941364,120.7864944005948,16,-96846.68902976354,,0.3903460545149367,,7.293788789505198,False,0.1450196930467466,2h,144,2487692.413054965,7,236,24,True,2h_wick_r75_v2p0_then_macd2h_12h,0.75,2.0,0.0,0,0,5,-1.5573530436449488,3,triggered,2026-06-26 22:00:00,1564.52,0.1052399457980723,True,2h_lower_wick_setup@2026-06-26 04:00:00+macd_bull_cross_2h,True,24,2,13,9,0,15,289903.71251143434,701037.8755872721,411134.1630758378,12079.321354643098,B_live_hit_rejected_for_live,REJECTED_FOR_LIVE
